time_date_string,user_id,source_app,language,is_user_default_profile,is_user_geo_enabled,country,possibly_sensitive,user_profile_background_color,user.profile_text_color,user_profile_link_color,is_truncated,display_text_range,user.statuses_count,user_friends_count,user_followers_count,user_lists_count,number_of_user_mentions_in_tweet,number_of_medias_in_tweet,number_of_urls_in_tweet
2019-01-20T12:00:08.975Z,311357734,Twitter for Android,en,FALSE,TRUE,United Kingdom,,DBE9ED,333333,CC3366,TRUE,140,6302,2926,3126,21,1,0,1
2019-01-20T09:33:46.092Z,8.98E+17,Twitter for iPhone,und,TRUE,TRUE,United States,FALSE,F5F8FA,333333,1DA1F2,FALSE,0,686,208,217,2,0,1,0
2019-01-20T13:31:33.103Z,61108815,Twitter for iPad,en,FALSE,TRUE,United States,,642D8B,3D1957,FF0000,FALSE,100,40646,3850,2282,6,1,0,0
2019-01-20T16:39:37.608Z,9.23E+17,Twitter for iPhone,en,TRUE,TRUE,United States,,F5F8FA,333333,1DA1F2,FALSE,,16232,809,873,2,0,0,0
2019-01-20T01:16:50.734Z,39515555,Twitter for iPhone,en,FALSE,TRUE,United States,,1A1B1F,666666,2FC2EF,TRUE,140,1303,223,143,1,2,0,1
2019-01-20T19:46:18.296Z,331700122,Twitter for Android,en,TRUE,TRUE,United Kingdom,,C0DEED,333333,1DA1F2,TRUE,140,8452,1280,895,74,3,0,1
2019-01-20T21:52:31.906Z,33021284,Twitter for iPhone,en,TRUE,TRUE,United States,,C0DEED,333333,1DA1F2,FALSE,76,4830,447,168,0,5,0,0
2019-01-20T11:19:13.008Z,1.08E+18,Twitter for iPhone,en,TRUE,TRUE,India,,F5F8FA,333333,1DA1F2,TRUE,28,53,34,3,0,2,0,1
2019-01-20T18:33:52.902Z,7.11E+17,Twitter for Android,en,TRUE,TRUE,United Kingdom,,F5F8FA,333333,1DA1F2,FALSE,26,4895,1979,1339,13,2,0,0
2019-01-20T22:40:19.949Z,1.01E+18,Twitter for iPhone,en,TRUE,TRUE,United States,,F5F8FA,333333,1DA1F2,TRUE,,20,115,164,0,0,0,1
2019-01-20T15:52:34.139Z,3290389708,Twitter for Android,es,TRUE,TRUE,Argentina,,C0DEED,333333,1DA1F2,FALSE,89,3634,48,46,0,1,0,0
2019-01-20T03:41:37.726Z,19439492,Twitter for Android,en,FALSE,TRUE,United Kingdom,,F2E4F2,201385,F2ACDC,FALSE,44,5266,4999,3646,125,1,0,0
2019-01-20T22:53:18.561Z,144684557,Twitter for iPhone,en,FALSE,TRUE,United States,,9AE4E8,333333,0084B4,FALSE,,15593,1006,1255,5,1,0,0
2019-01-20T15:11:37.524Z,2184531482,Twitter for iPad,en,TRUE,TRUE,United States,,C0DEED,333333,1DA1F2,TRUE,140,60798,2111,2443,47,9,0,1
2019-01-20T22:56:13.074Z,2752361391,Twitter for iPhone,en,TRUE,TRUE,United States,,C0DEED,333333,1DA1F2,FALSE,,1087,295,626,0,0,0,0
2019-01-20T13:16:39.198Z,173271468,Twitter for Android,es,TRUE,TRUE,Argentina,,C0DEED,333333,1DA1F2,FALSE,66,41526,483,1132,12,2,0,0
2019-01-20T21:09:20.676Z,9.13E+17,Twitter for iPhone,en,FALSE,TRUE,United Kingdom,,0,0,FAB81E,FALSE,13,2314,148,520,1,1,0,0
2019-01-20T00:42:48.438Z,1.01E+18,Twitter for iPhone,es,TRUE,TRUE,United States,,F5F8FA,333333,1DA1F2,TRUE,,3759,365,386,0,0,0,1
2019-01-20T20:39:41.016Z,1.06E+18,Twitter for iPhone,en,TRUE,TRUE,United States,,F5F8FA,333333,1DA1F2,FALSE,,10718,176,193,3,0,0,0
2019-01-20T19:33:39.332Z,3333555674,Twitter for Android,en,TRUE,TRUE,United States,FALSE,C0DEED,333333,1DA1F2,FALSE,33,7333,1287,1408,6,3,1,0
2019-01-20T22:01:29.848Z,322229669,Twitter for iPhone,en,FALSE,TRUE,United States,,B2DFDA,333333,93A644,FALSE,,4772,158,234,2,0,0,0
2019-01-20T23:14:48.495Z,16594717,Twitter for iPhone,es,FALSE,TRUE,Argentina,,FFF04D,333333,E81C4F,TRUE,140,6126,736,213,6,2,0,1
2019-01-20T23:17:53.752Z,68307806,Twitter for iPhone,en,FALSE,TRUE,United States,,131516,333333,9999,FALSE,12,75760,570,3550,5,1,0,0
2019-01-20T12:26:21.273Z,1.07E+18,Twitter for iPhone,en,TRUE,TRUE,United Kingdom,FALSE,F5F8FA,333333,1DA1F2,TRUE,,3160,5002,1117,1,2,0,2
2019-01-20T15:11:36.600Z,45390543,Twitter for Android,en,FALSE,TRUE,United States,,0,0,2ECCFA,FALSE,,4787,526,198,3,0,0,0
2019-01-20T00:50:21.097Z,842960988,Twitter for iPhone,en,FALSE,TRUE,United States,,C0DEED,333333,0084B4,FALSE,,30407,484,495,2,0,0,0
2019-01-20T20:55:38.732Z,1.05E+18,Twitter for iPhone,en,TRUE,TRUE,United States,TRUE,F5F8FA,333333,1DA1F2,FALSE,0,1606,227,132,0,0,1,0
2019-01-20T23:27:37.034Z,127078209,Twitter for iPhone,und,FALSE,TRUE,United States,FALSE,EDECE9,634047,88253,FALSE,12,167795,511,552,52,1,1,0
2019-01-20T13:52:59.315Z,143224378,Twitter for iPhone,en,TRUE,TRUE,United States,,C0DEED,333333,1DA1F2,FALSE,56,27589,1079,1582,15,1,0,0
2019-01-20T06:50:34.254Z,497286135,Twitter for iPhone,en,FALSE,TRUE,United States,,22330,333333,ABB8C2,FALSE,,15765,331,207,2,0,0,0
2019-01-20T18:19:06.389Z,383072107,Twitter for iPhone,en,FALSE,TRUE,United States,,C0DEED,333333,FF691F,FALSE,,147860,422,1010,16,0,0,0
2019-01-20T17:18:12.505Z,3219836419,Twitter for iPhone,en,TRUE,TRUE,United States,,C0DEED,333333,1DA1F2,FALSE,,4102,958,1663,1,0,0,0
2019-01-20T05:22:42.236Z,7.21E+17,Twitter for iPhone,en,FALSE,TRUE,United States,,0,0,FF691F,FALSE,,2853,894,158,0,0,0,0
2019-01-20T21:52:08.063Z,273679464,Twitter for iPhone,en,FALSE,TRUE,United States,,ACDED6,333333,38543,FALSE,22,31688,648,1202,2,1,0,0
2019-01-20T01:43:11.926Z,37788936,Twitter for iPhone,en,FALSE,TRUE,United States,,1A1B1F,666666,2FC2EF,TRUE,140,1905,61,79,1,2,0,1
2019-01-20T23:34:53.454Z,25853124,Twitter for iPhone,und,FALSE,TRUE,United States,,9AE4E8,3E4415,4A913C,FALSE,29,94381,995,538,21,1,0,0
2019-01-20T21:21:41.570Z,164523629,Twitter for iPhone,en,FALSE,TRUE,United States,,131516,0,ABB8C2,FALSE,62,7829,422,47,2,1,0,0
2019-01-20T11:54:31.855Z,948823110,Twitter for iPhone,en,TRUE,TRUE,United States,,C0DEED,333333,1DA1F2,FALSE,23,8138,147,48,0,2,0,0
2019-01-20T17:39:33.257Z,388630090,Twitter for Android,en,TRUE,TRUE,United States,,C0DEED,333333,1DA1F2,FALSE,40,66128,817,324,14,2,0,0
2019-01-20T19:56:22.977Z,1.06E+18,Twitter for iPhone,en,TRUE,TRUE,United States,,F5F8FA,333333,1DA1F2,FALSE,15,1117,299,285,0,1,0,0
2019-01-20T18:49:30.350Z,36018979,Twitter for iPhone,und,FALSE,TRUE,United States,,EDECE9,634047,222222,FALSE,27,84111,132,19394,119,2,0,0
2019-01-20T19:16:10.327Z,535977623,Twitter for iPhone,und,FALSE,TRUE,United States,FALSE,9AE4E8,496F78,1B95E0,TRUE,140,1067341,22153,36953,2122,8,0,1
2019-01-20T17:31:31.738Z,154294160,Twitter for iPhone,en,FALSE,TRUE,United States,,1A1B1F,666666,5CC1E0,FALSE,,44261,699,1285,7,0,0,0
2019-01-20T22:18:08.678Z,7.35E+17,Twitter for iPhone,en,FALSE,TRUE,United Kingdom,FALSE,0,0,E81C4F,FALSE,0,2636,477,68,3,0,1,0
2019-01-20T23:17:29.662Z,7.98E+17,Twitter for Android,en,FALSE,TRUE,United States,,0,0,0072CE,FALSE,78,10664,489,1529,67,1,0,0
2019-01-20T21:46:52.729Z,21550809,Twitter for iPhone,en,FALSE,TRUE,United States,,FFFFFF,CE5D17,0,FALSE,,9417,214,92,1,0,0,0
2019-01-20T21:14:59.068Z,41213738,Twitter for iPhone,en,FALSE,TRUE,United States,,C0DEED,E31010,9C9696,FALSE,,22035,486,1029,37,0,0,0
2019-01-20T02:56:01.012Z,157531265,Twitter for iPhone,en,FALSE,TRUE,United States,,C0DEED,333333,0084B4,FALSE,15,63216,462,454,7,1,0,0
2019-01-20T16:57:27.896Z,8.20E+17,Twitter for iPhone,en,TRUE,TRUE,United States,FALSE,F5F8FA,333333,1DA1F2,FALSE,32,870,472,279,0,0,1,0
2019-01-20T18:49:30.350Z,36018979,Twitter for iPhone,und,FALSE,TRUE,United States,,EDECE9,634047,222222,FALSE,21,84111,132,19394,119,2,0,0
2019-01-20T17:39:33.257Z,388630090,Twitter for Android,en,TRUE,TRUE,United States,,C0DEED,333333,1DA1F2,FALSE,20,66128,817,324,14,2,0,0
2019-01-20T01:33:05.843Z,1.03E+18,Twitter for Android,es,TRUE,TRUE,Argentina,,F5F8FA,333333,1DA1F2,FALSE,,899,106,10,0,0,0,0
2019-01-20T04:41:13.543Z,295190038,Twitter for iPhone,en,TRUE,TRUE,United States,,C0DEED,333333,1DA1F2,FALSE,,3267,267,57,4,1,0,0
2019-01-20T07:16:04.020Z,419096848,Twitter for Android,und,TRUE,TRUE,United States,,C0DEED,333333,1DA1F2,FALSE,65,81855,2284,2207,53,5,0,0
2019-01-20T02:19:56.380Z,16272956,Twitter for Android,en,FALSE,TRUE,United States,,2B2BB5,333333,38543,FALSE,55,4145,130,216,0,3,0,0
2019-01-20T15:52:00.432Z,8.65E+17,Twitter for iPhone,en,FALSE,TRUE,United Kingdom,FALSE,0,0,F58EA8,FALSE,28,5039,726,310,1,0,1,0
2019-01-20T20:03:13.722Z,21527490,Twitter for Android,en,TRUE,TRUE,United Kingdom,FALSE,C0DEED,333333,1DA1F2,TRUE,0,8675,3149,1475,16,0,0,1
2019-01-20T11:54:31.855Z,948823110,Twitter for iPhone,en,TRUE,TRUE,United States,,C0DEED,333333,1DA1F2,FALSE,107,8138,147,48,0,2,0,0
2019-01-20T21:30:05.570Z,2202621450,Twitter for iPhone,en,FALSE,TRUE,United States,FALSE,68AC49,404A0E,19CF86,FALSE,14,106868,581,1491,26,1,1,0
2019-01-20T03:19:24.367Z,8.31E+17,Twitter for Android,es,TRUE,TRUE,Argentina,,F5F8FA,333333,1DA1F2,TRUE,,8488,323,430,0,0,0,1
2019-01-20T09:02:13.017Z,120590267,Twitter for iPhone,en,FALSE,TRUE,United Kingdom,,352726,3E4415,D02B55,FALSE,36,3034,712,826,16,2,0,0
2019-01-20T19:59:26.913Z,2320524879,Twitter for iPhone,en,TRUE,TRUE,United States,,C0DEED,333333,1DA1F2,FALSE,42,11427,840,557,12,1,0,0
2019-01-20T10:37:33.500Z,337358339,Twitter for iPhone,en,TRUE,TRUE,United Kingdom,,C0DEED,333333,1DA1F2,FALSE,77,71267,1789,1940,27,3,0,0
2019-01-20T00:41:25.570Z,9.47E+17,Twitter for Android,es,FALSE,TRUE,Argentina,,0,0,F58EA8,FALSE,,3761,110,143,0,0,0,0
2019-01-20T03:46:37.789Z,2778345997,Twitter for Android,en,TRUE,TRUE,India,FALSE,C0DEED,333333,1DA1F2,TRUE,0,6520,212,314,1,4,0,1
2019-01-20T13:31:33.103Z,61108815,Twitter for iPad,en,FALSE,TRUE,United States,,642D8B,3D1957,FF0000,FALSE,12,40646,3850,2282,6,1,0,0
2019-01-20T00:58:22.912Z,9.64E+17,Twitter for Android,en,TRUE,TRUE,United States,,F5F8FA,333333,1DA1F2,FALSE,78,992,59,9,0,2,0,0
2019-01-20T23:31:09.208Z,742232106,Twitter for iPhone,en,TRUE,TRUE,United States,,C0DEED,333333,1DA1F2,TRUE,,7616,333,349,1,0,0,1
2019-01-20T18:54:16.002Z,1.05E+18,Twitter for Android,en,TRUE,TRUE,United Kingdom,FALSE,F5F8FA,333333,1DA1F2,FALSE,0,26,3,6,0,0,1,0
2019-01-20T05:53:35.613Z,8.43E+17,Twitter for Android,und,TRUE,TRUE,India,FALSE,F5F8FA,333333,1DA1F2,FALSE,0,6901,2508,815,1,0,1,0
2019-01-20T13:16:39.198Z,173271468,Twitter for Android,es,TRUE,TRUE,Argentina,,C0DEED,333333,1DA1F2,FALSE,19,41526,483,1132,12,2,0,0
2019-01-20T00:39:08.456Z,8.32E+17,Twitter for iPhone,en,TRUE,TRUE,United States,,F5F8FA,333333,1DA1F2,FALSE,17,15619,351,3866,103,1,0,0
2019-01-20T19:49:09.448Z,398832880,Twitter for iPhone,en,TRUE,TRUE,United States,,C0DEED,333333,1DA1F2,FALSE,42,353,155,138,5,3,0,0
2019-01-20T06:56:19.504Z,8.23E+17,Twitter for iPhone,en,TRUE,TRUE,United States,,F5F8FA,333333,1DA1F2,FALSE,56,62689,1861,1419,0,2,0,0
2019-01-20T16:17:51.061Z,7.54E+17,Twitter for Android,en,TRUE,TRUE,United States,,F5F8FA,333333,1DA1F2,FALSE,,3964,292,119,1,0,0,0
2019-01-20T23:27:27.693Z,7.12E+17,Twitter for iPhone,es,FALSE,TRUE,Argentina,,0,0,19CF86,FALSE,12,11465,558,633,0,1,0,0
2019-01-20T23:40:18.124Z,2913144848,Twitter for iPhone,en,TRUE,TRUE,United States,,C0DEED,333333,1DA1F2,FALSE,,8610,1130,479,11,0,0,0
2019-01-20T16:41:19.636Z,263878520,Twitter for iPhone,en,FALSE,TRUE,United States,FALSE,131516,333333,1B95E0,TRUE,140,4380,102,735,26,1,0,1
2019-01-20T19:47:37.455Z,47109694,Twitter for iPhone,und,FALSE,TRUE,United States,,131516,1D498A,1B95E0,FALSE,26,25767,1276,950,12,2,0,0
2019-01-20T17:42:57.118Z,216845699,Twitter for iPhone,en,FALSE,TRUE,United Kingdom,,22330,333333,0084B4,FALSE,,48004,1692,2973,99,0,0,0
2019-01-20T01:26:18.635Z,60996681,Twitter for iPhone,und,FALSE,TRUE,United States,,C0DEED,333333,0084B4,FALSE,,28756,415,580,7,0,0,0
2019-01-20T01:21:29.620Z,8.23E+17,Twitter for Android,und,TRUE,TRUE,United States,FALSE,F5F8FA,333333,1DA1F2,FALSE,36,26900,3450,1925,1,3,1,0
2019-01-20T19:59:05.118Z,3720652933,Twitter for iPhone,und,FALSE,TRUE,United States,FALSE,0,0,0,FALSE,10,139125,737,840,70,1,1,0
2019-01-20T17:26:45.447Z,67247674,Twitter for iPhone,en,FALSE,TRUE,United States,FALSE,131516,666666,9999,FALSE,0,19832,945,746,10,0,1,0
2019-01-20T18:40:43.785Z,4019496859,Twitter for Android,en,TRUE,TRUE,United States,,C0DEED,333333,1DA1F2,FALSE,39,3342,380,45,1,1,0,0
2019-01-20T20:50:39.666Z,7.26E+17,Twitter for Android,en,TRUE,TRUE,United States,,F5F8FA,333333,1DA1F2,TRUE,117,8521,23,51,0,8,0,1
2019-01-20T05:30:50.133Z,2530504448,Twitter for Android,es,FALSE,TRUE,Argentina,,C0DEED,333333,9266CC,FALSE,25,40586,368,718,1,2,0,0
2019-01-20T22:32:15.750Z,2758178842,Twitter for iPhone,und,FALSE,TRUE,United States,FALSE,0,0,ABB8C2,FALSE,0,1938,84,451,0,0,1,0
2019-01-20T09:42:31.393Z,46247978,Twitter for iPhone,en,FALSE,TRUE,United States,,E8EDF0,E80C0C,ABB8C2,FALSE,,996,1708,564,3,0,0,0
2019-01-20T06:27:47.030Z,1.08E+18,Twitter for iPhone,en,FALSE,TRUE,United States,,0,0,981CEB,FALSE,,139,7,6,0,0,0,0
2019-01-20T01:50:23.238Z,1279571089,Twitter for iPhone,en,FALSE,TRUE,United States,,C0DEED,333333,212121,FALSE,95,53431,328,698,14,3,0,0
2019-01-20T19:22:23.350Z,25377285,Twitter for iPhone,en,FALSE,TRUE,United States,,9AE4E8,333333,0084B4,TRUE,,314823,7920,7185,317,0,0,1
2019-01-20T12:45:02.492Z,282936356,Twitter for iPhone,en,TRUE,TRUE,United Kingdom,,C0DEED,333333,1DA1F2,FALSE,,4308,911,374,1,1,0,0
2019-01-20T20:14:54.332Z,14835980,Twitter for iPhone,en,FALSE,TRUE,United States,,0,0,19CF86,FALSE,60,15044,4600,1853,19,1,0,0
2019-01-20T21:21:29.337Z,619530277,Twitter for iPhone,en,TRUE,TRUE,United States,,C0DEED,333333,1DA1F2,FALSE,20,54108,375,429,5,2,0,0
2019-01-20T02:14:52.156Z,14075680,Twitter for iPhone,en,FALSE,TRUE,United States,,C0DEED,333333,0084B4,TRUE,140,5221,498,333,5,3,0,1
2019-01-20T05:43:08.572Z,615144674,Twitter for iPhone,en,TRUE,TRUE,United States,,C0DEED,333333,1DA1F2,FALSE,22,33982,420,602,4,1,0,0
2019-01-20T05:13:50.416Z,1.01E+18,Twitter for iPhone,en,TRUE,TRUE,United States,,F5F8FA,333333,1DA1F2,TRUE,50,10662,407,296,4,4,0,1
2019-01-20T19:56:22.977Z,1.06E+18,Twitter for iPhone,en,TRUE,TRUE,United States,,F5F8FA,333333,1DA1F2,FALSE,34,1117,299,285,0,1,0,0
2019-01-20T17:17:37.718Z,24433200,Twitter for iPhone,en,FALSE,TRUE,United States,,22330,666666,0084B4,FALSE,,4057,500,397,29,1,0,0
2019-01-20T09:02:13.017Z,120590267,Twitter for iPhone,en,FALSE,TRUE,United Kingdom,,352726,3E4415,D02B55,FALSE,27,3034,712,826,16,2,0,0
2019-01-20T05:07:08.262Z,2245794761,Twitter for iPhone,en,TRUE,TRUE,United States,,C0DEED,333333,1DA1F2,FALSE,,19180,619,1440,3,0,0,0
2019-01-20T18:05:55.221Z,7.45E+17,Twitter for iPhone,en,TRUE,TRUE,United States,,F5F8FA,333333,1DA1F2,FALSE,16,3938,249,258,1,1,0,0
2019-01-20T15:42:39.439Z,2261308234,Twitter for iPhone,en,TRUE,TRUE,United States,,C0DEED,333333,1DA1F2,FALSE,,4112,560,525,1,0,0,0
2019-01-20T21:25:40.804Z,357688434,Twitter for Android,en,FALSE,TRUE,United States,FALSE,22330,333333,0084B4,FALSE,0,1088,209,323,9,0,1,0
2019-01-20T00:54:37.096Z,199048382,Twitter for Android,und,FALSE,TRUE,Argentina,,0,0,4A913C,FALSE,15,40749,607,1928,13,1,0,0
2019-01-20T17:52:25.074Z,141804355,Twitter for iPhone,en,TRUE,TRUE,United States,,C0DEED,333333,1DA1F2,FALSE,,9834,2936,497,11,0,0,0
2019-01-20T19:49:09.448Z,398832880,Twitter for iPhone,en,TRUE,TRUE,United States,,C0DEED,333333,1DA1F2,FALSE,55,353,155,138,5,3,0,0
2019-01-20T19:46:18.296Z,331700122,Twitter for Android,en,TRUE,TRUE,United Kingdom,,C0DEED,333333,1DA1F2,TRUE,34,8452,1280,895,74,3,0,1
2019-01-20T05:08:42.038Z,3290794942,Twitter for iPhone,en,TRUE,TRUE,United States,,C0DEED,333333,1DA1F2,FALSE,22,8169,1342,1604,11,1,0,0
2019-01-20T16:39:49.589Z,817628000,Twitter for iPhone,en,FALSE,TRUE,United States,,8B542B,333333,9D582E,FALSE,,47504,2877,3251,7,0,0,0
2019-01-20T15:43:15.598Z,3066738737,Twitter for Android,en,TRUE,TRUE,United States,,C0DEED,333333,1DA1F2,FALSE,51,39507,540,246,10,2,0,0
2019-01-20T09:49:10.975Z,1.00E+18,Twitter for Android,en,TRUE,TRUE,United States,,F5F8FA,333333,1DA1F2,FALSE,28,3901,2362,120,1,2,0,0
2019-01-20T11:29:06.816Z,23682051,Twitter for iPhone,en,FALSE,TRUE,United Kingdom,,131516,333333,ABB8C2,FALSE,60,5946,1020,2400,69,1,0,0
2019-01-20T23:15:17.067Z,561419948,Twitter for iPhone,en,FALSE,TRUE,United States,FALSE,C0DEED,333333,00B362,FALSE,15,7151,251,154,2,0,1,0
2019-01-20T00:31:12.098Z,7953342,Twitter for iPhone,en,FALSE,TRUE,United States,,FFFFFF,666666,2FC2EF,FALSE,14,10877,361,717,71,1,0,0
2019-01-20T01:38:10.059Z,8.79E+17,Twitter for Android,en,TRUE,TRUE,United States,,F5F8FA,333333,1DA1F2,TRUE,,3762,1399,1202,2,0,0,1
2019-01-20T19:33:39.332Z,3333555674,Twitter for Android,en,TRUE,TRUE,United States,FALSE,C0DEED,333333,1DA1F2,FALSE,95,7333,1287,1408,6,3,1,0
2019-01-20T23:50:33.125Z,75460379,Twitter for Android,en,FALSE,TRUE,United States,,1A1B1F,666666,2FC2EF,FALSE,16,4922,939,529,4,1,0,0
2019-01-20T16:33:59.639Z,266611354,Twitter for iPhone,en,FALSE,TRUE,United States,,1A1B1F,666666,1FF0DF,FALSE,,11269,530,686,5,0,0,0
2019-01-20T19:12:22.185Z,7.41E+17,Twitter for Android,es,FALSE,TRUE,United States,FALSE,0,0,FF691F,TRUE,0,254,203,69,0,1,0,1
2019-01-20T05:13:29.796Z,872687318,Twitter for iPhone,en,FALSE,TRUE,United States,,DBE9ED,333333,CC3366,FALSE,,197962,4972,3452,41,0,0,0
2019-01-20T16:56:13.981Z,22692753,Twitter for iPhone,en,FALSE,TRUE,United Kingdom,,0099B9,3C3940,0099B9,TRUE,140,7605,957,623,7,2,0,1
2019-01-20T12:07:52.361Z,69301843,Twitter for Android,es,FALSE,TRUE,Argentina,,ACDED6,333333,38543,FALSE,13,11851,1253,552,7,1,0,0
2019-01-20T21:01:24.072Z,247578863,Twitter for iPhone,en,FALSE,TRUE,United States,,131516,333333,9999,FALSE,,47858,633,1008,3,0,0,0
2019-01-20T04:20:26.942Z,1.07E+18,Twitter for Android,en,TRUE,TRUE,India,,F5F8FA,333333,1DA1F2,FALSE,31,58,112,12,0,1,0,0
2019-01-20T02:27:46.610Z,1350297810,Twitter for iPhone,en,TRUE,TRUE,United States,,C0DEED,333333,1DA1F2,FALSE,43,9119,134,89,0,1,0,0
2019-01-20T16:17:42.952Z,296022704,Twitter for Android,en,TRUE,TRUE,United States,,C0DEED,333333,1DA1F2,FALSE,12,21301,570,753,7,1,0,0
2019-01-20T16:46:37.531Z,9.66E+17,Twitter for iPhone,en,TRUE,TRUE,United States,,F5F8FA,333333,1DA1F2,FALSE,,14994,1204,1440,15,1,0,0
2019-01-20T21:59:58.904Z,838886545,Twitter for iPhone,en,FALSE,TRUE,United States,,1A1B1F,333333,ABB8C2,FALSE,10,21538,1096,3717,6,1,0,0
2019-01-20T16:10:05.781Z,264613539,Twitter for iPhone,en,FALSE,TRUE,United States,,1A1B1F,333333,68989E,FALSE,,7441,358,345,0,0,0,0
2019-01-20T20:57:45.369Z,9.72E+17,Twitter for iPhone,en,TRUE,TRUE,United States,,F5F8FA,333333,1DA1F2,FALSE,,20198,2989,1805,0,0,0,0
2019-01-20T21:47:54.064Z,34603742,Twitter for iPad,en,FALSE,TRUE,United States,FALSE,352726,3E4415,CF2C39,FALSE,33,192574,2975,4264,144,0,1,0
2019-01-20T15:39:59.031Z,148461254,Twitter for Android,es,FALSE,TRUE,Argentina,FALSE,DBE9ED,333333,CC3366,FALSE,108,6376,576,12738,70,1,1,0
2019-01-20T14:58:22.277Z,7.36E+17,Twitter for iPhone,en,TRUE,TRUE,United Kingdom,,F5F8FA,333333,1DA1F2,FALSE,27,1173,245,250,10,2,0,0
2019-01-20T18:13:29.769Z,1292301558,Twitter for iPhone,en,FALSE,TRUE,United States,,DBE9ED,333333,91D2FA,FALSE,11,32940,407,1096,1,1,0,0
2019-01-20T17:44:11.372Z,21417606,Twitter for iPhone,en,FALSE,TRUE,United Kingdom,,9AE4E8,0,0000FF,FALSE,27,62136,2128,1679,81,1,0,0
2019-01-20T02:30:43.137Z,54690551,Twitter for iPhone,en,FALSE,TRUE,United States,,0F0F0F,666666,6.27E+93,FALSE,,4535,602,1240,2,0,0,0
2019-01-20T01:49:09.635Z,7035782,Twitter for iPhone,en,FALSE,TRUE,United States,,0B304A,8ACEF5,6CA1C1,FALSE,15,44388,3380,1168,70,1,0,0
2019-01-20T03:37:11.091Z,12341682,Twitter for iPhone,en,FALSE,TRUE,United States,,642D8B,0,FF0000,TRUE,17,20928,635,5284,443,1,0,1
2019-01-20T05:27:21.749Z,14114579,Twitter for Android,en,FALSE,TRUE,United States,,0,0,FFCC4D,FALSE,7,194663,5653,5321,514,1,0,0
2019-01-20T23:16:29.594Z,7.27E+17,Twitter for iPhone,en,TRUE,TRUE,United Kingdom,,F5F8FA,333333,1DA1F2,FALSE,,8384,471,311,0,0,0,0
2019-01-20T08:40:00.621Z,406500170,Twitter for iPhone,und,FALSE,TRUE,United States,,0099B9,3C3940,0099B9,FALSE,,3607,519,3257,4,0,0,0
2019-01-20T05:44:35.266Z,17304809,Twitter for iPhone,en,FALSE,TRUE,United States,,0,0,F58EA8,FALSE,24,14565,1309,842,49,2,0,0
2019-01-20T19:30:59.012Z,212606364,Twitter for iPhone,en,FALSE,TRUE,United States,,09010F,8019CF,FF0000,TRUE,,80049,319,1345,16,0,0,1
2019-01-20T17:13:55.986Z,230560478,Twitter for Android,en,FALSE,TRUE,United States,FALSE,0F0F0C,1E2FEB,0B0101,FALSE,47,13107,852,1455,30,1,1,0
2019-01-20T14:02:09.525Z,1635750396,Twitter for Android,en,TRUE,TRUE,United States,,C0DEED,333333,1DA1F2,FALSE,25,1995,1347,182,2,2,0,0
2019-01-20T22:36:05.839Z,167252183,Twitter for Android,en,TRUE,TRUE,United States,FALSE,C0DEED,333333,1DA1F2,FALSE,11,46111,499,677,7,1,1,0
2019-01-20T06:52:08.961Z,527089205,Twitter for Android,en,FALSE,TRUE,United States,,C0DEED,333333,0084B4,FALSE,,65,102,25,0,1,0,0
2019-01-20T15:11:00.102Z,464308569,Twitter for Android,en,TRUE,TRUE,United States,,C0DEED,333333,1DA1F2,TRUE,,86138,2127,2301,50,0,0,1
2019-01-20T06:14:09.668Z,8.10E+17,Twitter for iPhone,en,TRUE,TRUE,United States,,F5F8FA,333333,1DA1F2,FALSE,15,1321,12,142,1,1,0,0
2019-01-20T08:23:58.971Z,334853420,Twitter for iPhone,en,TRUE,TRUE,United States,,C0DEED,333333,1DA1F2,FALSE,16,89075,1161,811,38,1,0,0
2019-01-20T05:50:54.557Z,9.22E+17,Twitter for iPhone,en,TRUE,TRUE,United States,,F5F8FA,333333,1DA1F2,FALSE,,883,267,289,0,0,0,0
2019-01-20T05:00:42.220Z,1380717900,Twitter for iPhone,en,TRUE,TRUE,United States,FALSE,C0DEED,333333,1DA1F2,FALSE,0,206,24153,54125,1454,0,1,0
2019-01-20T06:43:40.696Z,29993888,Twitter for iPhone,en,FALSE,TRUE,United States,FALSE,0,0,FA743E,FALSE,39,28625,4105,9426,125,2,1,0
2019-01-20T23:06:38.988Z,13031542,Twitter for iPhone,en,FALSE,TRUE,United States,,FFFFFF,333333,0084B4,TRUE,140,8188,341,17239,462,2,0,1
2019-01-20T07:14:26.695Z,1.08E+18,Twitter for Android,en,FALSE,TRUE,United States,FALSE,0,0,19CF86,TRUE,140,34,5,9,0,0,0,1
2019-01-20T20:40:58.369Z,141666617,Twitter for iPhone,en,TRUE,TRUE,United Kingdom,,C0DEED,333333,1DA1F2,FALSE,,541,210,70,0,0,0,0
2019-01-20T21:11:23.683Z,173054732,Twitter for iPhone,en,TRUE,TRUE,United Kingdom,,C0DEED,333333,1DA1F2,FALSE,80,1988,477,669,23,3,0,0
2019-01-20T12:46:24.435Z,88914136,Twitter for iPhone,en,TRUE,TRUE,United Kingdom,,C0DEED,333333,1DA1F2,TRUE,140,132270,1028,1407,69,2,0,1
2019-01-20T03:50:03.737Z,8.08E+17,Twitter for iPhone,en,TRUE,TRUE,United States,,F5F8FA,333333,1DA1F2,TRUE,50,15,89,15,0,4,0,1
